CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
CHLD 1 601.050781 1567443337.2187
CHLD 2 601.050781 1567443337.2187
CHLD 3 601.050781 1567443337.2188
MEM 782.460938 1567443337.3193
CHLD 0 1113.042969 1567443337.3360
CHLD 1 601.050781 1567443337.3361
CHLD 2 601.050781 1567443337.3362
CHLD 3 601.050781 1567443337.3362
MEM 934.312500 1567443337.4367
CHLD 0 1265.667969 1567443337.4581
CHLD 1 601.050781 1567443337.4582
CHLD 2 601.050781 1567443337.4583
CHLD 3 601.050781 1567443337.4584
MEM 1087.968750 1567443337.5589
CHLD 0 1436.597656 1567443337.5825
CHLD 1 601.050781 1567443337.5825
CHLD 2 601.050781 1567443337.5826
CHLD 3 601.050781 1567443337.5827
MEM 1291.640625 1567443337.6832
CHLD 0 1174.214844 1567443337.6981
CHLD 1 601.050781 1567443337.6982
CHLD 2 601.050781 1567443337.6982
CHLD 3 601.050781 1567443337.6983
MEM 1463.390625 1567443337.7988
CHLD 0 1354.167969 1567443337.8148
CHLD 1 601.050781 1567443337.8149
CHLD 2 601.050781 1567443337.8150
CHLD 3 601.050781 1567443337.8150
MEM 1135.054688 1567443337.9155
CHLD 0 1021.339844 1567443337.9292
CHLD 1 643.078125 1567443337.9292
CHLD 2 601.050781 1567443337.9293
CHLD 3 601.050781 1567443337.9294
MEM 1135.054688 1567443338.0298
CHLD 0 1024.589844 1567443338.0440
CHLD 1 761.414062 1567443338.0441
CHLD 2 601.050781 1567443338.0441
CHLD 3 601.050781 1567443338.0441
MEM 1135.054688 1567443338.1445
CHLD 0 1025.132812 1567443338.1576
CHLD 1 895.476562 1567443338.1577
CHLD 2 601.050781 1567443338.1577
CHLD 3 601.050781 1567443338.1578
CHLD 4 10.429688 1567443338.1578
MEM 1021.406250 1567443338.2583
CHLD 0 1026.859375 1567443338.2737
CHLD 1 1052.226562 1567443338.2738
CHLD 2 601.050781 1567443338.2739
CHLD 3 601.050781 1567443338.2739
CHLD 4 10.710938 1567443338.2740
MEM 888.976562 1567443338.3748
